token,class,count
ヨーグルト,WB_low,0
ライブ,WB_high,4
ライブ,WB_low,1
ライン,WB_high,1
ライン,WB_low,0
ラウンド,WB_high,2
ラウンド,WB_low,0
ラク,WB_high,2
ラク,WB_low,0
ラジオ,WB_high,8
ラジオ,WB_low,0
ラジオ日経,WB_high,1
ラジオ日経,WB_low,0
ラジオ番組,WB_high,2
ラジオ番組,WB_low,0
ラジコ,WB_high,1
ラジコ,WB_low,0
ラスト,WB_high,1
ラスト,WB_low,0
ラストスパート,WB_high,1
ラストスパート,WB_low,0
ラッキー,WB_high,2
ラッキー,WB_low,0
ラッシュ,WB_high,3
ラッシュ,WB_low,1
ラビリンス,WB_high,1
ラビリンス,WB_low,0
ラムー,WB_high,1
ラムー,WB_low,0
ラン,WB_high,1
ラン,WB_low,0
ランキング,WB_high,0
ランキング,WB_low,1
ランクイン,WB_high,1
ランクイン,WB_low,0
ランチ,WB_high,11
ランチ,WB_low,5
ランチタイム,WB_high,1
ランチタイム,WB_low,0
ランニング,WB_high,9
ランニング,WB_low,1
ラーメン,WB_high,2
ラーメン,WB_low,0
ラーメン屋,WB_high,1
ラーメン屋,WB_low,0
リアル,WB_high,19
リアル,WB_low,3
リカバリー,WB_high,0
リカバリー,WB_low,1
リクルート,WB_high,2
リクルート,WB_low,0
リサイクル,WB_high,1
リサイクル,WB_low,0
リスキリング,WB_high,4
リスキリング,WB_low,1
リスク,WB_high,1
リスク,WB_low,1
リスケ,WB_high,1
リスケ,WB_low,2
リスト,WB_high,0
リスト,WB_low,5
リズム,WB_high,0
リズム,WB_low,2
リセット,WB_high,1
リセット,WB_low,2
リニューアルオープン,WB_high,1
リニューアルオープン,WB_low,0
リハビ,WB_high,1
リハビ,WB_low,0
リハビリ,WB_high,1
リハビリ,WB_low,0
リファラル採用,WB_high,1
リファラル採用,WB_low,0
リフレッシュ,WB_high,9
リフレッシュ,WB_low,6
リプレース,WB_high,1
リプレース,WB_low,0
リベラルアーツ,WB_high,1
リベラルアーツ,WB_low,0
リベンジ,WB_high,2
リベンジ,WB_low,0
リマインド,WB_high,0
リマインド,WB_low,1
リモート,WB_high,10
リモート,WB_low,3
リモートデスクトップ,WB_high,0
リモートデスクトップ,WB_low,1
リモートワーク,WB_high,3
リモートワーク,WB_low,3
リュック,WB_high,0
リュック,WB_low,1
リラックス,WB_high,4
リラックス,WB_low,0
リンク,WB_high,0
リンク,WB_low,1
リンゴ,WB_high,1
リンゴ,WB_low,0
リーダー,WB_high,2
リーダー,WB_low,1
リード,WB_high,0
リード,WB_low,1
リーンキャンバス,WB_high,1
リーンキャンバス,WB_low,0
ルーティン,WB_high,2
ルーティン,WB_low,0
ルート,WB_high,1
ルート,WB_low,0
ルーフバルコニー,WB_high,1
ルーフバルコニー,WB_low,0
ルーム,WB_high,3
ルーム,WB_low,0
レイジオカモト,WB_high,1
レイジオカモト,WB_low,0
レギュラー番組,WB_high,1
レギュラー番組,WB_low,0
レジュメ,WB_high,1
レジュメ,WB_low,0
レス,WB_high,1
レス,WB_low,0
レッスン,WB_high,2
レッスン,WB_low,0
レバノン料理,WB_high,1
レバノン料理,WB_low,0
レビュー,WB_high,1
レビュー,WB_low,0
レベル,WB_high,1
レベル,WB_low,3
レポート,WB_high,3
レポート,WB_low,0
レンチン,WB_high,0
レンチン,WB_low,1
レヴィトーマス,WB_high,1
レヴィトーマス,WB_low,0
ログ,WB_high,1
ログ,WB_low,0
ログイン,WB_high,1
ログイン,WB_low,1
ロケ,WB_high,5
ロケ,WB_low,1
ロケ地,WB_high,1
ロケ地,WB_low,0
ロゴ,WB_high,0
ロゴ,WB_low,1
ロシア,WB_high,1
ロシア,WB_low,0
ロック,WB_high,1
ロック,WB_low,0
ローカル,WB_high,0
ローカル,WB_low,1
ローテーション,WB_high,1
ローテーション,WB_low,0
ロールケーキ,WB_high,0
ロールケーキ,WB_low,1
ローンチ,WB_high,0
ローンチ,WB_low,1
ワイドショー,WB_high,0
ワイドショー,WB_low,1
ワイン,WB_high,1
ワイン,WB_low,0
ワクチン,WB_high,2
ワクチン,WB_low,2
ワンオペ,WB_high,1
ワンオペ,WB_low,0
ワンチーム,WB_high,2
ワンチーム,WB_low,0
ワーク,WB_high,1
ワーク,WB_low,2
ワークショップ,WB_high,2
ワークショップ,WB_low,1
ワーケーション,WB_high,0
ワーケーション,WB_low,2
ワームスキッチン,WB_high,1
ワームスキッチン,WB_low,0
ヵ月,WB_high,2
ヵ月,WB_low,2
ヶ月,WB_high,2
ヶ月,WB_low,0
ー,WB_high,5
ー,WB_low,0
ーーー,WB_high,2
ーーー,WB_low,0
一,WB_high,31
一,WB_low,16
一つ,WB_high,2
一つ,WB_low,3
一人,WB_high,7
一人,WB_low,3
一人一人,WB_high,1
一人一人,WB_low,0
一体,WB_high,0
一体,WB_low,1
一個,WB_high,0
一個,WB_low,1
一切,WB_high,1
一切,WB_low,0
一刻,WB_high,0
一刻,WB_low,1
一助,WB_high,1
一助,WB_low,0
一区,WB_high,1
一区,WB_low,0
一喜一憂,WB_high,0
一喜一憂,WB_low,1
一変,WB_high,0
一変,WB_low,1
一夜,WB_high,0
一夜,WB_low,1
一安心,WB_high,2
一安心,WB_low,1
一山,WB_high,0
一山,WB_low,1
一年,WB_high,1
一年,WB_low,2
一抹,WB_high,1
一抹,WB_low,0
一方,WB_high,0
一方,WB_low,1
一方通行,WB_high,0
一方通行,WB_low,1
一日,WB_high,36
一日,WB_low,19
一日中,WB_high,6
一日中,WB_low,0
一昨日,WB_high,1
一昨日,WB_low,0
一晩,WB_high,0
一晩,WB_low,1
一泊,WB_high,0
一泊,WB_low,1
一流,WB_high,0
一流,WB_low,1
一献,WB_high,3
一献,WB_low,0
一生懸命,WB_high,0
一生懸命,WB_low,1
一番,WB_high,3
一番,WB_low,11
一瞬,WB_high,2
一瞬,WB_low,2
一社提供,WB_high,1
一社提供,WB_low,0
一緒,WB_high,7
一緒,WB_low,1
一緒に,WB_high,4
一緒に,WB_low,1
一致,WB_high,1
一致,WB_low,0
一覧,WB_high,1
一覧,WB_low,0
一通り,WB_high,1
一通り,WB_low,0
一週間,WB_high,2
一週間,WB_low,3
一過性,WB_high,0
一過性,WB_low,1
一部,WB_high,1
一部,WB_low,0
一面,WB_high,0
一面,WB_low,1
丁寧,WB_high,2
丁寧,WB_low,0
万,WB_high,0
万,WB_low,1
万全,WB_high,0
万全,WB_low,1
万博,WB_high,4
万博,WB_low,0
三,WB_high,2
三,WB_low,0
三原,WB_high,3
三原,WB_low,0
三宮,WB_high,0
三宮,WB_low,1
三年,WB_high,1
三年,WB_low,0
三昧,WB_high,2
三昧,WB_low,0
三杯,WB_high,1
三杯,WB_low,0
三浦,WB_high,0
三浦,WB_low,1
三連休,WB_high,2
三連休,WB_low,2
三重,WB_high,1
三重,WB_low,0
上,WB_high,10
上,WB_low,6
上々,WB_high,2
上々,WB_low,0
上がったり,WB_high,1
上がったり,WB_low,0
上がり,WB_high,1
上がり,WB_low,0
上げ,WB_high,1
上げ,WB_low,0
上半期,WB_high,1
上半期,WB_low,2
上司,WB_high,7
上司,WB_low,4
上層部,WB_high,0
上層部,WB_low,1
上手,WB_high,0
上手,WB_low,1
上手く,WB_high,3
上手く,WB_low,4
上書き,WB_high,0
上書き,WB_low,1
上期,WB_high,2
上期,WB_low,1
上着,WB_high,0
上着,WB_low,1
上長,WB_high,0
上長,WB_low,1
上陸,WB_high,1
上陸,WB_low,0
下,WB_high,1
下,WB_low,0
下世話,WB_high,1
下世話,WB_low,0
下半期,WB_high,1
下半期,WB_low,0
下手,WB_high,0
下手,WB_low,2
下期,WB_high,15
下期,WB_low,5
下町,WB_high,0
下町,WB_low,1
下見,WB_high,0
下見,WB_low,1
下読み,WB_high,1
下読み,WB_low,0
不便,WB_high,1
不便,WB_low,2
不健全,WB_high,1
不健全,WB_low,0
不健康,WB_high,0
不健康,WB_low,1
不具合,WB_high,0
不具合,WB_low,1
不在,WB_high,1
不在,WB_low,0
不在中,WB_high,1
不在中,WB_low,0
不安,WB_high,3
不安,WB_low,6
不安定,WB_high,1
不安定,WB_low,1
不思議,WB_high,3
不思議,WB_low,4
不格好,WB_high,0
不格好,WB_low,1
不機嫌,WB_high,0
不機嫌,WB_low,1
不毛,WB_high,0
不毛,WB_low,1
不自由,WB_high,1
不自由,WB_low,0
不親切,WB_high,0
不親切,WB_low,1
不調,WB_high,0
不調,WB_low,4
不足,WB_high,0
不足,WB_low,2
不透明さ,WB_high,1
不透明さ,WB_low,0
世の中,WB_high,3
世の中,WB_low,2
世界,WB_high,2
世界,WB_low,0
世界情勢,WB_high,1
世界情勢,WB_low,0
世良,WB_high,1
世良,WB_low,0
両方,WB_high,1
両方,WB_low,1
両立,WB_high,1
両立,WB_low,1
両親,WB_high,5
両親,WB_low,0
並,WB_high,0
並,WB_low,1
並行,WB_high,0
並行,WB_low,3
中,WB_high,21
中,WB_low,15
中之島,WB_high,1
中之島,WB_low,0
中京テレビ,WB_high,2
中京テレビ,WB_low,0
中京都,WB_high,1
中京都,WB_low,0
中央軒,WB_high,1
中央軒,WB_low,0
中学,WB_high,1
中学,WB_low,0
中学校,WB_high,1
中学校,WB_low,0
中崎町,WB_high,1
中崎町,WB_low,0
中川,WB_high,1
中川,WB_low,0
中心,WB_high,1
中心,WB_low,1
中止,WB_high,1
中止,WB_low,2
中華,WB_high,4
中華,WB_low,0
中西,WB_high,1
中西,WB_low,0
中身,WB_high,1
中身,WB_low,3
中途半端,WB_high,1
中途半端,WB_low,0
中途採用,WB_high,1
中途採用,WB_low,0
中長期,WB_high,2
中長期,WB_low,0
中間,WB_high,1
中間,WB_low,0
中間決算,WB_high,0
中間決算,WB_low,1
中間試験,WB_high,1
中間試験,WB_low,0
串カツ田中,WB_high,1
串カツ田中,WB_low,0
丸,WB_high,0
丸,WB_low,1
丹下,WB_high,1
丹下,WB_low,0
主人,WB_high,1
主人,WB_low,0
主体的,WB_high,0
主体的,WB_low,2
主催,WB_high,0
主催,WB_low,1
主力,WB_high,1
主力,WB_low,0
主幹,WB_high,0
主幹,WB_low,1
主張,WB_high,2
主張,WB_low,0
主義,WB_high,0
主義,WB_low,1
久々,WB_high,24
久々,WB_low,10
久しく,WB_high,1
久しく,WB_low,0
久しぶり,WB_high,51
久しぶり,WB_low,10
乖離,WB_high,0
乖離,WB_low,1
乗りき,WB_high,0
乗りき,WB_low,1
乗り継ぎ,WB_high,0
乗り継ぎ,WB_low,1
乗客,WB_high,0
乗客,WB_low,1
予報,WB_high,2
予報,WB_low,0
予定,WB_high,20
予定,WB_low,13
予定通り,WB_high,0
予定通り,WB_low,1
予想,WB_high,2
予想,WB_low,1
予想外,WB_high,1
予想外,WB_low,1
予感,WB_high,2
予感,WB_low,2
予断,WB_high,1
予断,WB_low,0
予算,WB_high,3
予算,WB_low,3
予約,WB_high,1
予約,WB_low,2
予防接種,WB_high,1
予防接種,WB_low,1
争奪,WB_high,1
争奪,WB_low,0
事,WB_high,5
事,WB_low,5
事ご,WB_high,1
事ご,WB_low,0
事前,WB_high,1
事前,WB_low,0
事務,WB_high,0
事務,WB_low,1
事務局,WB_high,0
事務局,WB_low,1
事務所,WB_high,0
事務所,WB_low,1
事情,WB_high,0
事情,WB_low,1
事態,WB_high,0
事態,WB_low,1
事故対応,WB_high,0
事故対応,WB_low,1
事案,WB_high,0
事案,WB_low,1
事業,WB_high,4
事業,WB_low,1
事業戦略,WB_high,1
事業戦略,WB_low,0
事業計画書,WB_high,2
事業計画書,WB_low,0
事項,WB_high,4
事項,WB_low,1
二,WB_high,4
二,WB_low,2
二つ,WB_high,1
二つ,WB_low,0
二の次,WB_high,1
二の次,WB_low,0
二人,WB_high,2
二人,WB_low,1
二子,WB_high,0
二子,WB_low,1
二度手間,WB_high,0
二度手間,WB_low,1
二日,WB_high,1
二日,WB_low,0
二日酔い,WB_high,1
二日酔い,WB_low,0
五分五分,WB_high,0
五分五分,WB_low,1
井川,WB_high,1
井川,WB_low,0
些細な,WB_high,1
些細な,WB_low,0
交換,WB_high,5
交換,WB_low,1
交流,WB_high,3
交流,WB_low,0
交渉,WB_high,1
交渉,WB_low,1
享受,WB_high,1
享受,WB_low,0
京大,WB_high,1
京大,WB_low,0
京橋,WB_high,0
京橋,WB_low,1
京都,WB_high,6
京都,WB_low,4
京都大学,WB_high,1
京都大学,WB_low,0
京都市内,WB_high,1
京都市内,WB_low,0
京都観光,WB_high,1
京都観光,WB_low,0
京都銀行,WB_high,0
京都銀行,WB_low,1
人,WB_high,44
人,WB_low,18
人たち,WB_high,1
人たち,WB_low,1
人にやさしく,WB_high,0
人にやさしく,WB_low,1
人を動かす,WB_high,1
人を動かす,WB_low,0
人事,WB_high,2
人事,WB_low,1
人付き合い,WB_high,0
人付き合い,WB_low,1
人前,WB_high,1
人前,WB_low,0
人員不足,WB_high,0
人員不足,WB_low,1
人手,WB_high,0
人手,WB_low,1
人手不足,WB_high,2
人手不足,WB_low,2
人数,WB_high,1
人数,WB_low,1
人気,WB_high,4
人気,WB_low,0
人生,WB_high,1
人生,WB_low,0
人種,WB_high,0
人種,WB_low,1
人組,WB_high,1
人組,WB_low,0
人脈,WB_high,1
人脈,WB_low,0
人間,WB_high,4
人間,WB_low,3
今,WB_high,14
今,WB_low,13
今一,WB_high,0
今一,WB_low,1
今入,WB_high,1
今入,WB_low,0
今回,WB_high,3
今回,WB_low,1
今夜,WB_high,1
今夜,WB_low,0
今年,WB_high,3
今年,WB_low,0
今年度,WB_high,2
今年度,WB_low,0
今度,WB_high,1
今度,WB_low,1
今後,WB_high,9
今後,WB_low,4
今日,WB_high,129
今日,WB_low,79
今日この頃,WB_high,3
今日この頃,WB_low,2
今日は雨,WB_high,0
今日は雨,WB_low,1
今日もいい天気,WB_high,1
今日もいい天気,WB_low,0
今日も明日も,WB_high,0
今日も明日も,WB_low,1
今月,WB_high,5
今月,WB_low,0
今月末,WB_high,0
今月末,WB_low,1
今朝,WB_high,2
今朝,WB_low,1
今期,WB_high,0
今期,WB_low,1
今週,WB_high,12
今週,WB_low,13
今週末,WB_high,1
今週末,WB_low,0
今風,WB_high,1
今風,WB_low,0
介護,WB_high,1
介護,WB_low,0
仕上がり,WB_high,1
仕上がり,WB_low,2
仕事,WB_high,133
仕事,WB_low,77
仕切り,WB_high,0
仕切り,WB_low,1
仕掛け,WB_high,1
仕掛け,WB_low,1
仕方,WB_high,1
仕方,WB_low,2
仕方がない,WB_high,0
仕方がない,WB_low,1
仕込み,WB_high,1
仕込み,WB_low,0
他,WB_high,3
他,WB_low,5
他局,WB_high,1
他局,WB_low,0
他愛,WB_high,0
他愛,WB_low,1
他社,WB_high,1
他社,WB_low,0
付き,WB_high,1
付き,WB_low,1
付き合い,WB_high,2
付き合い,WB_low,1
代,WB_high,4
代,WB_low,0
代わり,WB_high,0
代わり,WB_low,2
代休,WB_high,3
代休,WB_low,0
代理,WB_high,0
代理,WB_low,1
代理店,WB_high,1
代理店,WB_low,0
以上,WB_high,7
以上,WB_low,6
以前,WB_high,1
以前,WB_low,0
以外,WB_high,4
以外,WB_low,3
以来,WB_high,0
以来,WB_low,1
以降,WB_high,3
以降,WB_low,3
仮説,WB_high,1
仮説,WB_low,0
仲,WB_high,4
仲,WB_low,0
仲直り,WB_high,1
仲直り,WB_low,0
仲良い,WB_high,1
仲良い,WB_low,0
仲良し,WB_high,0
仲良し,WB_low,1
仲間,WB_high,10
仲間,WB_low,2
仲間たち,WB_high,2
仲間たち,WB_low,0
件,WB_high,4
件,WB_low,3
企業,WB_high,2
企業,WB_low,1
企画,WB_high,4
企画,WB_low,8
企画書,WB_high,0
企画書,WB_low,4
伊勢志摩,WB_high,1
伊勢志摩,WB_low,0
伏見,WB_high,1
伏見,WB_low,0
休,WB_high,9
休,WB_low,2
休み,WB_high,19
休み,WB_low,7
休み時間,WB_high,1
休み時間,WB_low,0
休憩,WB_high,2
休憩,WB_low,0
休日,WB_high,10
休日,WB_low,4
休暇,WB_high,5
休暇,WB_low,3
休養,WB_high,1
休養,WB_low,3
会,WB_high,25
会,WB_low,9
会い,WB_high,7
会い,WB_low,0
会員,WB_high,1
会員,WB_low,0
会社,WB_high,26
会社,WB_low,17
会話,WB_high,11
会話,WB_low,3
会議,WB_high,19
会議,WB_low,18
会長,WB_high,2
会長,WB_low,0
会食,WB_high,21
会食,WB_low,12
伝達,WB_high,0
伝達,WB_low,1
伯母,WB_high,0
伯母,WB_low,2
伴走,WB_high,1
伴走,WB_low,0
伸び,WB_high,1
伸び,WB_low,0
伸一郎,WB_high,1
伸一郎,WB_low,0
伸長,WB_high,1
伸長,WB_low,0
位,WB_high,1
位,WB_low,0
低,WB_high,0
低,WB_low,2
低下,WB_high,0
低下,WB_low,1
住友ゴム,WB_high,1
住友ゴム,WB_low,0
住所,WB_high,1
住所,WB_low,0
佐々木希,WB_high,1
佐々木希,WB_low,0
佐世保,WB_high,1
佐世保,WB_low,0
佐治敬三,WB_high,1
佐治敬三,WB_low,0
佐野,WB_high,3
佐野,WB_low,0
体,WB_high,9
体,WB_low,8
体たらく,WB_high,1
体たらく,WB_low,0
体制,WB_high,8
体制,WB_low,1
体力,WB_high,0
体力,WB_low,4
体力的,WB_high,0
体力的,WB_low,2
体感,WB_high,1
体感,WB_low,0
体操,WB_high,1
体操,WB_low,0
体育の日,WB_high,1
体育の日,WB_low,0
体調,WB_high,6
体調,WB_low,22
体調不良,WB_high,2
体調不良,WB_low,7
体調管理,WB_high,2
体調管理,WB_low,0
体重,WB_high,11
体重,WB_low,4
体験,WB_high,2
体験,WB_low,1
何,WB_high,7
何,WB_low,28
何かしら,WB_high,1
何かしら,WB_low,2
何が悪い,WB_high,0
何が悪い,WB_low,1
何とか,WB_high,0
何とか,WB_low,1
何もかも,WB_high,0
何もかも,WB_low,1
何事,WB_high,4
何事,WB_low,1
何人,WB_high,2
何人,WB_low,1
何度,WB_high,1
何度,WB_low,3
何気なく,WB_high,1
何気なく,WB_low,0
余地,WB_high,1
余地,WB_low,0
余白,WB_high,0
余白,WB_low,1
余裕,WB_high,6
余裕,WB_low,7
余計,WB_high,0
余計,WB_low,1
余韻,WB_high,3
余韻,WB_low,1
作り,WB_high,0
作り,WB_low,2
作りました,WB_high,0
作りました,WB_low,1
作り方,WB_high,0
作り方,WB_low,1
作動,WB_high,0
作動,WB_low,1
作成,WB_high,6
作成,WB_low,9
作戦,WB_high,2
作戦,WB_low,0
作業,WB_high,25
作業,WB_low,25
作業時間,WB_high,3
作業時間,WB_low,0
作用,WB_high,0
作用,WB_low,1
佳人薄命,WB_high,1
佳人薄命,WB_low,0
使い勝手,WB_high,0
使い勝手,WB_low,1
使い方,WB_high,2
使い方,WB_low,0
侍,WB_high,1
侍,WB_low,0
依存,WB_high,0
依存,WB_low,1
依頼,WB_high,5
依頼,WB_low,5
価値,WB_high,3
価値,WB_low,0
価値観,WB_high,1
価値観,WB_low,2
便利,WB_high,2
便利,WB_low,1
保育園,WB_high,3
保育園,WB_low,0
保険制度,WB_high,0
保険制度,WB_low,1
保険証,WB_high,1
保険証,WB_low,0
信和,WB_high,0
信和,WB_low,3
信用,WB_high,0
信用,WB_low,1
修復,WB_high,0
修復,WB_low,1
修正,WB_high,4
修正,WB_low,3
修正内容,WB_high,0
修正内容,WB_low,1
俺,WB_high,1
俺,WB_low,1
倉庫,WB_high,1
倉庫,WB_low,0
個,WB_high,1
個,WB_low,0
個人,WB_high,1
個人,WB_low,2
個人的,WB_high,2
個人的,WB_low,1
個別,WB_high,1
個別,WB_low,0
倍,WB_high,0
倍,WB_low,1
候補,WB_high,1
候補,WB_low,0
値,WB_high,1
値,WB_low,1
値上げ,WB_high,1
値上げ,WB_low,0
倦怠感,WB_high,0
倦怠感,WB_low,1
偉い,WB_high,1
偉い,WB_low,1
偉く,WB_high,1
偉く,WB_low,0
偉大,WB_high,1
偉大,WB_low,0
停止,WB_high,0
停止,WB_low,1
健,WB_high,1
健,WB_low,1
健やか,WB_high,1
健やか,WB_low,0
健康,WB_high,4
健康,WB_low,4
健康寿命,WB_high,1
健康寿命,WB_low,0
健康診断,WB_high,13
健康診断,WB_low,7
側面,WB_high,1
側面,WB_low,0
偶然,WB_high,1
偶然,WB_low,0
傑作,WB_high,1
傑作,WB_low,0
催事,WB_high,1
催事,WB_low,0
傾向,WB_high,0
傾向,WB_low,2
傾聴,WB_high,1
傾聴,WB_low,0
働き,WB_high,0
働き,WB_low,1
僕,WB_high,4
僕,WB_low,2
億,WB_high,0
億,WB_low,2
優しい,WB_high,1
優しい,WB_low,1
優先,WB_high,3
優先,WB_low,2
優先順位,WB_high,0
優先順位,WB_low,1
優待,WB_high,1
優待,WB_low,0
優秀,WB_high,2
優秀,WB_low,0
元,WB_high,2
元,WB_low,2
元服,WB_high,1
元服,WB_low,0
元気,WB_high,18
元気,WB_low,3
兄弟,WB_high,1
兄弟,WB_low,0
充実,WB_high,17
充実,WB_low,3
充実感,WB_high,1
充実感,WB_low,0
兆し,WB_high,2
兆し,WB_low,1
先,WB_high,101
先,WB_low,52
先延ばし,WB_high,1
先延ばし,WB_low,0
先方,WB_high,1
先方,WB_low,1
先日,WB_high,2
先日,WB_low,2
先様,WB_high,1
先様,WB_low,0
先生,WB_high,4
先生,WB_low,2
先読み,WB_high,1
先読み,WB_low,0
先輩,WB_high,18
先輩,WB_low,1
先送り,WB_high,1
先送り,WB_low,0
先週,WB_high,2
先週,WB_low,2
先頭,WB_high,0
先頭,WB_low,1
光栄,WB_high,2
光栄,WB_low,0
免許証,WB_high,1
免許証,WB_low,0
児玉,WB_high,1
児玉,WB_low,0
入り,WB_high,1
入り,WB_low,0
入れ,WB_high,1
入れ,WB_low,0
入れ替え,WB_high,1
入れ替え,WB_low,0
入力,WB_high,6
入力,WB_low,7
入国,WB_high,1
入国,WB_low,0
入浴,WB_high,0
入浴,WB_low,1
入社,WB_high,5
入社,WB_low,0
入部,WB_high,1
入部,WB_low,0
入院,WB_high,1
入院,WB_low,1
全く,WB_high,3
全く,WB_low,3
全て,WB_high,1
全て,WB_low,3
全体,WB_high,2
全体,WB_low,2
全体的,WB_high,0
全体的,WB_low,1
全力,WB_high,3
全力,WB_low,1
全員,WB_high,2
全員,WB_low,3
全国,WB_high,2
全国,WB_low,0
全社,WB_high,1
全社,WB_low,0
全部,WB_high,2
全部,WB_low,3
八幡,WB_high,1
八幡,WB_low,0
共存,WB_high,0
共存,WB_low,1
共感,WB_high,0
共感,WB_low,1
共有,WB_high,3
共有,WB_low,5
兵器,WB_high,1
兵器,WB_low,0
具体,WB_high,0
具体,WB_low,1
具合,WB_high,0
具合,WB_low,1
典型,WB_high,0
典型,WB_low,1
内,WB_high,3
内,WB_low,2
内定,WB_high,2
内定,WB_low,0
内容,WB_high,14
内容,WB_low,7
内示,WB_high,1
内示,WB_low,0
内臓,WB_high,1
内臓,WB_low,0
内部,WB_high,1
内部,WB_low,0
円,WB_high,0
円,WB_low,1
円安,WB_high,1
円安,WB_low,0
円滑,WB_high,1
円滑,WB_low,1
再会,WB_high,4
再会,WB_low,2
再定義,WB_high,1
再定義,WB_low,0
再生,WB_high,1
再生,WB_low,0
再発防止,WB_high,1
再発防止,WB_low,0
再配分,WB_high,1
再配分,WB_low,0
再開,WB_high,1
再開,WB_low,0
冒頭,WB_high,0
冒頭,WB_low,1
写真,WB_high,3
写真,WB_low,0
冥利,WB_high,1
冥利,WB_low,0
冬,WB_high,0
冬,WB_low,5
冷え,WB_high,1
冷え,WB_low,0
冷たい,WB_high,1
冷たい,WB_low,1
冷静,WB_high,0
冷静,WB_low,1
凛々しい,WB_high,1
凛々しい,WB_low,0
処分,WB_high,1
処分,WB_low,0
処理,WB_high,4
処理,WB_low,6
出,WB_high,1
出,WB_low,0
出し,WB_high,2
出し,WB_low,1
出して,WB_high,0
出して,WB_low,1
出て,WB_high,5
出て,WB_low,1
出会い,WB_high,3
出会い,WB_low,0
出勤,WB_high,6
出勤,WB_low,2
出原,WB_high,1
出原,WB_low,1
出向,WB_high,1
出向,WB_low,0
出島,WB_high,1
出島,WB_low,0
出席,WB_high,5
出席,WB_low,2
出席者,WB_high,0
出席者,WB_low,1
出張,WB_high,34
出張,WB_low,8
出張先,WB_high,3
出張先,WB_low,1
出戻り,WB_high,0
出戻り,WB_low,1
出来事,WB_high,1
出来事,WB_low,1
出演,WB_high,1
出演,WB_low,0
出演者,WB_high,1
出演者,WB_low,0
出版,WB_high,1
出版,WB_low,0
出産,WB_high,2
出産,WB_low,0
出発,WB_high,1
出発,WB_low,0
出社,WB_high,17
出社,WB_low,18
出稿,WB_high,1
出稿,WB_low,1
分,WB_high,3
分,WB_low,2
分担,WB_high,0
分担,WB_low,1
切り,WB_high,1
切り,WB_low,0
切り上げ,WB_high,1
切り上げ,WB_low,0
切り替え,WB_high,0
切り替え,WB_low,2
切り盛り,WB_high,1
切り盛り,WB_low,0
切れ味,WB_high,1
切れ味,WB_low,0
列,WB_high,1
列,WB_low,0
初,WB_high,1
初,WB_low,0
初め,WB_high,0
初め,WB_low,1
初任,WB_high,2
初任,WB_low,0
初回,WB_high,1
初回,WB_low,1
初対面,WB_high,1
初対面,WB_low,0
初心,WB_high,1
初心,WB_low,0
初心者,WB_high,1
初心者,WB_low,0
初日,WB_high,1
初日,WB_low,1
初旬,WB_high,1
初旬,WB_low,0
初秋,WB_high,0
初秋,WB_low,1
初級,WB_high,0
初級,WB_low,1
判定,WB_high,0
判定,WB_low,3
判断,WB_high,1
判断,WB_low,1
判断力,WB_high,1
判断力,WB_low,0
判明,WB_high,0
判明,WB_low,1
別,WB_high,5
別,WB_low,3
別件,WB_high,0
別件,WB_low,1
利,WB_high,1
利,WB_low,0
利用,WB_high,2
利用,WB_low,0
到着,WB_high,1
到着,WB_low,0
到達,WB_high,1
到達,WB_low,0
制作,WB_high,7
制作,WB_low,7
制作会社,WB_high,1
制作会社,WB_low,0
制作進行,WB_high,0
制作進行,WB_low,1
制限,WB_high,0
制限,WB_low,1
刺激,WB_high,8
刺激,WB_low,1
刺激的,WB_high,1
刺激的,WB_low,1
前,WB_high,28
前,WB_low,13
前々回,WB_high,0
前々回,WB_low,1
前のめり,WB_high,1
前のめり,WB_low,0
前倒,WB_high,0
前倒,WB_low,1
前半,WB_high,1
前半,WB_low,1
前向き,WB_high,10
前向き,WB_low,3
前回,WB_high,0
前回,WB_low,1
前夜,WB_high,1
前夜,WB_low,0
前後,WB_high,1
前後,WB_low,0
前提,WB_high,0
前提,WB_low,1
前日,WB_high,1
前日,WB_low,7
前田,WB_high,1
前田,WB_low,0
前進,WB_high,1
前進,WB_low,0
前部,WB_high,1
前部,WB_low,0
前野,WB_high,0
前野,WB_low,1
前髪,WB_high,0
前髪,WB_low,1
剤,WB_high,0
剤,WB_low,2
副業,WB_high,0
副業,WB_low,1
副社長,WB_high,1
副社長,WB_low,0
割,WB_high,5
割,WB_low,0
割り振り,WB_high,0
割り振り,WB_low,1
割引,WB_high,1
割引,WB_low,0
割烹,WB_high,1
割烹,WB_low,0
創,WB_high,1
創,WB_low,0
創造,WB_high,1
創造,WB_low,0
劇的,WB_high,0
劇的,WB_low,2
力,WB_high,5
力,WB_low,4
加減,WB_high,0
加減,WB_low,1
加算,WB_high,1
加算,WB_low,0
助け,WB_high,0
助け,WB_low,1
努力,WB_high,1
努力,WB_low,2
労り,WB_high,0
労り,WB_low,1
労務管理,WB_high,0
労務管理,WB_low,1
効果,WB_high,1
効果,WB_low,1
効率,WB_high,0
効率,WB_low,1
効率化,WB_high,1
効率化,WB_low,0
効率的,WB_high,2
効率的,WB_low,2
勇気,WB_high,1
勇気,WB_low,0
勉強,WB_high,7
勉強,WB_low,2
動き,WB_high,1
動き,WB_low,2
動こう,WB_high,1
